timestamp,ue,off_ul_bps,off_dl_bps,ach_ul_bps,ach_dl_bps
1780487722.349,vue3,2000000,20000000,2050000,960000
1780487723.354,vue3,2000000,20000000,2000000,960000
1780487724.357,vue3,2000000,20000000,2000000,1920000
1780487725.358,vue3,2000000,20000000,2000000,1440000
1780487726.359,vue3,2000000,20000000,2000000,1440000
1780487727.362,vue3,2000000,20000000,2000000,1440000
1780487728.363,vue3,2000000,20000000,2000000,1440000
1780487729.364,vue3,2000000,20000000,2000000,1440000
1780487730.367,vue3,2000000,20000000,2000000,1440000
1780487731.369,vue3,2000000,20000000,2050000,1920000
1780487732.371,vue3,2000000,20000000,2000000,1440000
1780487733.374,vue3,2000000,20000000,2000000,1440000
1780487734.375,vue3,2000000,20000000,2000000,1920000
1780487735.377,vue3,2000000,20000000,2000000,1920000
1780487736.379,vue3,2000000,20000000,2000000,480000
1780487737.382,vue3,2000000,20000000,2000000,0
1780487738.385,vue3,2000000,20000000,2000000,0
1780487739.388,vue3,2000000,20000000,2000000,0
1780487740.391,vue3,2000000,20000000,2000000,0
1780487741.396,vue3,2000000,20000000,2050000,0
1780487742.399,vue3,2000000,20000000,2000000,0
1780487743.401,vue3,2000000,20000000,2000000,0
1780487744.405,vue3,2000000,20000000,2000000,0
1780487745.408,vue3,2000000,20000000,2000000,0
1780487746.409,vue3,2000000,20000000,2000000,0
1780487747.411,vue3,2000000,20000000,2000000,480000
1780487748.414,vue3,2000000,20000000,2000000,480000
1780487749.417,vue3,2000000,20000000,2000000,0
1780487750.419,vue3,2000000,20000000,2050000,0
1780487751.423,vue3,2000000,20000000,2000000,0
1780487752.426,vue3,2000000,20000000,2000000,0
1780487753.428,vue3,2000000,20000000,2000000,0
1780487754.43,vue3,2000000,20000000,2000000,480000
1780487755.433,vue3,2000000,20000000,2000000,0
1780487756.435,vue3,2000000,20000000,2000000,480000
1780487757.436,vue3,2000000,20000000,2000000,0
1780487758.44,vue3,2000000,20000000,2000000,0
1780487759.442,vue3,0,0,750000,0
1780487760.445,vue3,0,0,0,0
1780487761.446,vue3,0,0,0,0
1780487762.449,vue3,0,0,0,0
1780487763.453,vue3,0,0,0,0
1780487764.459,vue3,0,0,0,0
1780487765.46,vue3,0,0,0,0
1780487766.461,vue3,2000000,20000000,650000,0
1780487767.465,vue3,2000000,20000000,2000000,0
1780487768.467,vue3,2000000,20000000,2000000,0
1780487769.469,vue3,2000000,20000000,2000000,0
1780487770.471,vue3,2000000,20000000,2000000,0
1780487771.472,vue3,2000000,20000000,2000000,0
1780487772.477,vue3,2000000,20000000,2000000,480000
1780487773.479,vue3,2000000,20000000,2000000,0
1780487774.481,vue3,2000000,20000000,2050000,480000
1780487775.483,vue3,2000000,20000000,2000000,1440000
1780487776.484,vue3,2000000,20000000,2000000,1920000
1780487777.486,vue3,2000000,20000000,2000000,1920000
1780487778.489,vue3,2000000,20000000,2000000,960000
1780487779.49,vue3,2000000,20000000,2000000,2400000
1780487780.494,vue3,2000000,20000000,2000000,1440000
1780487781.496,vue3,2000000,20000000,2000000,0
1780487782.497,vue3,2000000,20000000,2000000,480000
1780487783.5,vue3,2000000,20000000,2000000,0
1780487784.502,vue3,2000000,20000000,2000000,0
1780487785.504,vue3,2000000,20000000,2000000,480000
1780487786.507,vue3,2000000,20000000,2050000,0
1780487787.51,vue3,2000000,20000000,2000000,0
1780487788.512,vue3,2000000,20000000,2000000,0
1780487789.515,vue3,2000000,20000000,2000000,0
1780487790.52,vue3,2000000,20000000,2000000,0
1780487791.522,vue3,2000000,20000000,2000000,0
1780487792.527,vue3,2000000,20000000,2000000,0
1780487793.53,vue3,2000000,20000000,2000000,0
1780487794.534,vue3,2000000,20000000,2050000,0
1780487795.535,vue3,2000000,20000000,2000000,480000
1780487796.536,vue3,2000000,20000000,2000000,0
1780487797.538,vue3,2000000,20000000,2000000,0
1780487798.54,vue3,2000000,20000000,2000000,0
1780487799.541,vue3,0,0,800000,0
1780487800.542,vue3,0,0,0,0
1780487801.545,vue3,0,0,0,0
1780487802.546,vue3,0,0,0,0
1780487803.548,vue3,0,0,0,0
1780487804.549,vue3,0,0,0,0
1780487805.553,vue3,0,0,0,0
1780487806.56,vue3,2000000,20000000,700000,480000
1780487807.562,vue3,2000000,20000000,2050000,0
1780487808.564,vue3,2000000,20000000,2000000,0
1780487809.566,vue3,2000000,20000000,2000000,0
1780487810.572,vue3,2000000,20000000,2000000,0
1780487811.574,vue3,2000000,20000000,2000000,0
1780487812.576,vue3,2000000,20000000,2000000,0
1780487813.581,vue3,2000000,20000000,2000000,0
1780487814.582,vue3,2000000,20000000,2000000,1440000
1780487815.583,vue3,2000000,20000000,2000000,1920000
1780487816.584,vue3,2000000,20000000,2000000,1440000
1780487817.585,vue3,2000000,20000000,2050000,1440000
1780487818.587,vue3,2000000,20000000,2000000,1920000
1780487819.588,vue3,2000000,20000000,2000000,1440000
1780487820.591,vue3,2000000,20000000,2000000,960000
1780487821.593,vue3,2000000,20000000,2000000,0
1780487822.596,vue3,2000000,20000000,2000000,0
1780487823.602,vue3,2000000,20000000,2000000,0
1780487824.604,vue3,2000000,20000000,2000000,0
1780487825.606,vue3,2000000,20000000,2000000,0
1780487826.608,vue3,2000000,20000000,2000000,0
1780487827.611,vue3,2000000,20000000,2050000,0
1780487828.617,vue3,2000000,20000000,2000000,0
1780487829.618,vue3,2000000,20000000,2000000,0
1780487830.621,vue3,2000000,20000000,2000000,0
1780487831.623,vue3,2000000,20000000,2000000,0
1780487832.625,vue3,2000000,20000000,2000000,0
1780487833.627,vue3,2000000,20000000,2000000,480000
1780487834.631,vue3,2000000,20000000,2000000,0
1780487835.634,vue3,2000000,20000000,2000000,0
1780487836.635,vue3,2000000,20000000,2050000,0
1780487837.64,vue3,0,0,1650000,0
1780487838.643,vue3,0,0,0,0
1780487839.646,vue3,0,0,0,0
1780487840.648,vue3,0,0,0,0
1780487841.65,vue3,2000000,20000000,100000,480000
1780487842.654,vue3,2000000,20000000,2000000,0
1780487843.655,vue3,2000000,20000000,2000000,0
1780487844.659,vue3,2000000,20000000,2000000,480000
1780487845.663,vue3,2000000,20000000,2050000,0
1780487846.666,vue3,2000000,20000000,2000000,0
1780487847.67,vue3,2000000,20000000,2000000,0
1780487848.672,vue3,2000000,20000000,2000000,0
1780487849.673,vue3,2000000,20000000,2000000,0
1780487850.674,vue3,2000000,20000000,2000000,0
1780487851.675,vue3,2000000,20000000,2000000,0
1780487852.679,vue3,2000000,20000000,2000000,1440000
1780487853.68,vue3,2000000,20000000,2000000,1440000
1780487854.682,vue3,2000000,20000000,2000000,1440000
1780487855.683,vue3,2000000,20000000,2000000,960000
1780487856.685,vue3,2000000,20000000,2000000,960000
1780487857.686,vue3,2000000,20000000,2050000,0
1780487858.691,vue3,2000000,20000000,2000000,0
1780487859.694,vue3,2000000,20000000,2000000,960000
1780487860.698,vue3,2000000,20000000,2000000,0
1780487861.701,vue3,2000000,20000000,2000000,0
1780487862.708,vue3,2000000,20000000,2000000,0
1780487863.711,vue3,2000000,20000000,2050000,0
1780487864.712,vue3,2000000,20000000,2000000,0
1780487865.715,vue3,2000000,20000000,2000000,0
1780487866.717,vue3,2000000,20000000,2000000,0
1780487867.72,vue3,2000000,20000000,2000000,480000
1780487868.722,vue3,2000000,20000000,2000000,0
1780487869.726,vue3,2000000,20000000,2000000,0
1780487870.727,vue3,2000000,20000000,2000000,0
1780487871.729,vue3,2000000,20000000,2000000,0
1780487872.732,vue3,2000000,20000000,2000000,0
1780487873.735,vue3,2000000,20000000,2050000,0
1780487874.737,vue3,2000000,20000000,2000000,0
1780487875.74,vue3,0,0,400000,0
1780487876.744,vue3,0,0,0,0
1780487877.747,vue3,0,0,0,0
1780487878.749,vue3,0,0,0,0
1780487879.751,vue3,0,0,0,0
1780487880.752,vue3,0,0,0,0
1780487881.755,vue3,2000000,20000000,1000000,480000
1780487882.757,vue3,2000000,20000000,2000000,0
1780487883.761,vue3,2000000,20000000,2050000,0
1780487884.764,vue3,2000000,20000000,2000000,0
1780487885.766,vue3,2000000,20000000,2000000,0
1780487886.77,vue3,2000000,20000000,2000000,0
1780487887.772,vue3,2000000,20000000,2000000,0
1780487888.777,vue3,2000000,20000000,2000000,0
1780487889.781,vue3,2000000,20000000,2000000,0
1780487890.787,vue3,2000000,20000000,2050000,0
1780487891.789,vue3,2000000,20000000,2000000,0
1780487892.793,vue3,2000000,20000000,2000000,0
1780487893.795,vue3,2000000,20000000,2000000,0
1780487894.801,vue3,2000000,20000000,2000000,0
1780487895.807,vue3,2000000,20000000,2000000,0
1780487896.809,vue3,2000000,20000000,2000000,0
1780487897.812,vue3,2000000,20000000,2050000,0
1780487898.814,vue3,2000000,20000000,2000000,0
1780487899.82,vue3,2000000,20000000,2000000,480000
1780487900.823,vue3,2000000,20000000,2000000,480000
1780487901.823,vue3,2000000,20000000,2000000,480000
1780487902.826,vue3,2000000,20000000,2000000,480000
1780487903.827,vue3,2000000,20000000,2000000,480000
1780487904.828,vue3,0,0,850000,0
1780487905.832,vue3,0,0,0,0
1780487906.835,vue3,0,0,0,0
1780487907.837,vue3,0,0,0,0
1780487908.841,vue3,0,0,0,0
1780487909.843,vue3,2000000,20000000,2000000,2880000
1780487910.848,vue3,2000000,20000000,2000000,480000
1780487911.849,vue3,2000000,20000000,2000000,480000
1780487912.851,vue3,2000000,20000000,2000000,480000
1780487913.852,vue3,2000000,20000000,2000000,960000
1780487914.853,vue3,2000000,20000000,2000000,480000
1780487915.854,vue3,2000000,20000000,2050000,480000
1780487916.856,vue3,2000000,20000000,2000000,480000
1780487917.859,vue3,2000000,20000000,2000000,480000
1780487918.863,vue3,2000000,20000000,2000000,480000
1780487919.864,vue3,2000000,20000000,2000000,480000
1780487920.867,vue3,2000000,20000000,2000000,0
1780487921.868,vue3,2000000,20000000,2000000,0
1780487922.871,vue3,2000000,20000000,2000000,0
1780487923.875,vue3,2000000,20000000,2000000,0
1780487924.879,vue3,2000000,20000000,2050000,480000
1780487925.881,vue3,2000000,20000000,2000000,0
1780487926.884,vue3,2000000,20000000,2000000,0
1780487927.885,vue3,2000000,20000000,2000000,0
1780487928.889,vue3,2000000,20000000,2000000,0
1780487929.891,vue3,2000000,20000000,2000000,0
1780487930.894,vue3,0,0,1750000,0
1780487931.897,vue3,0,0,0,0
1780487932.902,vue3,0,0,0,0
1780487933.904,vue3,0,0,0,0
1780487934.908,vue3,0,0,0,0
1780487935.91,vue3,0,0,0,0
1780487936.914,vue3,0,0,0,0
1780487937.918,vue3,2000000,20000000,100000,3360000
1780487938.919,vue3,2000000,20000000,2000000,480000
1780487939.922,vue3,2000000,20000000,2000000,480000
1780487940.925,vue3,2000000,20000000,2000000,0
1780487941.927,vue3,2000000,20000000,2000000,0
1780487942.933,vue3,2000000,20000000,2000000,0
1780487943.936,vue3,2000000,20000000,2000000,480000
1780487944.938,vue3,2000000,20000000,2000000,0
1780487945.94,vue3,2000000,20000000,2000000,480000
1780487946.941,vue3,2000000,20000000,2000000,0
